"game.id","home.id","away.id","home.score","away.score","neutral","ot"
"401608090","189","288","82","61",1,""
"401608091","2747","288","78","85",1,""
"401593936","288","236","82","68",0,""
"401575464","2116","288","72","57",0,""
"401575765","2057","288","72","71",0,""
"401593937","288","2634","78","71",0,""
"401593938","288","8","66","69",1,""
"401587121","288","2453","88","79",0,""
"401593940","56","288","80","59",0,""
"401574528","2454","288","85","76",0,""
"401574541","288","2511","90","88",0,""
"401587125","2453","288","75","70",0,""
"401625652","288","2453","75","77",0,""
"401587110","2453","2010","83","67",0,""
"401587111","344","2453","81","54",0,""
"401587112","2453","55","61","59",0,""
"401587113","2630","2453","105","103",0,"2OT"
"401583804","2717","2453","81","63",0,""
"401587114","2453","2635","86","71",0,""
"401587115","2306","2453","75","74",0,"OT"
"401587117","2453","2413","77","86",0,""
"401587118","2127","2453","64","76",0,""
"401587119","2635","2453","70","67",0,""
"401577618","84","2453","83","66",0,""
"401587120","2641","2453","85","57",0,""
"401574539","2453","2511","90","84",0,""
"401587122","2453","56","79","72",0,""
"401574529","2454","2453","74","79",0,""
"401584336","2127","2454","70","81",0,""
"401584337","2569","2454","87","77",0,""
"401584338","2454","2506","69","81",0,""
"401584339","2454","2466","80","74",0,""
"401577563","2454","311","67","58",0,""
"401584340","99","2454","75","63",0,""
"401584341","2294","2454","103","78",0,""
"401584342","2454","2272","79","86",0,""
"401584344","2454","290","64","56",0,""
"401584347","61","2454","78","60",0,""
"401574523","56","2454","75","74",0,""
"401574526","2454","2511","91","75",0,""
"401574530","2511","2454","79","93",0,""
"401574533","2454","56","78","59",0,""
"401581845","276","2511","89","73",0,""
"401583713","79","2511","91","68",0,""
"401583714","2511","2272","74","72",0,""
"401576160","2217","2511","63","69",1,""
"401583715","2182","2511","62","52",0,""
"401583716","2511","161","97","84",0,""
"401583717","257","2511","90","61",0,""
"401583718","2511","2241","83","80",0,""
"401583720","2737","2511","88","82",0,""
"401581832","2511","2026","81","93",0,""
"401583722","2382","2511","84","65",0,""
"401574537","2511","56","66","84",0,""
"401574543","56","2511","75","83",0,""
"401625654","56","2511","83","71",0,""
"401597297","2439","56","71","55",0,""
"401575436","248","56","79","48",0,""
"401598926","270","56","67","85",1,""
"401603140","2117","56","61","71",1,""
"401575463","2116","56","82","85",0,""
"401600233","2130","56","77","54",0,""
"401600234","2429","56","85","62",0,""
"401581820","2437","56","88","80",0,""
"401600236","2229","56","68","80",0,""
"401600237","2132","56","83","75",0,""
"401600238","56","2429","79","75",0,""
"401600239","56","2130","70","77",0,""
"401574590","77","2066","72","61",0,""
"401574593","2352","2066","57","63",0,""
"401574594","2066","2368","82","59",0,""
"401574595","2529","2066","89","75",0,""
"401574596","2066","349","75","68",0,""
"401574597","2142","2066","84","49",0,""
"401574598","284","2066","64","79",0,""
"401574599","2066","2330","91","79",0,""
"401574600","2066","315","74","69",0,""
"401574601","179","2066","90","64",0,""
"401581184","2803","2066","77","69",0,""
"401581188","399","2066","95","75",0,""
"401581193","2066","261","62","82",0,""
"401581197","2066","2349","60","80",0,""
"401581201","160","2066","79","73",0,"OT"
"401581205","311","2066","50","51",0,""
"401581209","2066","2885","75","66",0,""
"401581213","261","2066","62","49",0,""
"401581216","2066","399","69","57",0,""
"401581220","2066","2803","69","70",0,""
"401581225","2066","2378","78","89",0,""
"401581229","2885","2066","55","69",0,""
"401581233","2349","2066","87","80",0,""
"401581241","2066","311","76","74",0,"OT"
"401581245","2066","160","87","74",0,""
"401581249","2378","2066","71","72",0,""
"401625603","160","2066","77","64",0,""
"401598922","2803","2363","59","61",0,""
"401600448","164","2803","66","57",0,""
"401597963","104","2803","95","79",0,""
"401600915","2226","2803","52","61",0,""
"401604274","2803","47","67","61",0,""
"401577607","2752","2803","100","75",0,""
"401577661","225","2803","66","69",0,""
"401594396","2561","2803","51","67",0,""
"401597919","2619","2803","86","75",0,""
"401603539","2132","2803","85","53",0,""
"401587146","119","2803","93","101",1,"2OT"
"401600770","2803","2182","104","86",0,""
"401594547","145","2803","95","78",0,""
"401581181","2378","2803","67","81",0,""
"401581189","160","2803","74","89",0,""
"401581196","399","2803","89","98",0,""
"401581202","2885","2803","55","70",0,""
"401581206","2803","261","57","67",0,""
"401581210","2803","2378","99","95",0,""
"401581214","311","2803","79","72",0,""
"401581217","2803","160","85","66",0,""
"401581226","2803","311","77","72",0,""
"401581230","2803","2349","77","86",0,""
"401581237","261","2803","65","48",0,""
"401581242","2349","2803","89","67",0,""
"401581246","2803","2885","101","82",0,""
"401581248","2803","399","83","79",0,""
"401625604","2803","311","84","58",0,""
"401625607","2349","2803","77","70",0,""
"401577558","2429","311","69","52",0,""
"401577560","311","2771","65","71",0,""
"401577561","2466","311","65","78",1,""
"401577562","2506","311","66","80",1,""
"401577564","58","311","59","70",0,""
"401577565","171","311","75","56",0,""
"401577566","107","311","57","72",0,""
"401577567","311","225","60","49",0,""
"401577568","104","311","65","74",0,""
"401577569","311","2115","69","56",0,""
"401575467","2116","311","74","51",0,""
"401577570","2229","311","82","74",0,""
"401577571","135","311","80","62",0,""
"401581182","261","311","65","58",0,""
"401581185","311","160","74","79",0,""
"401581194","2378","311","70","65",0,""
"401581198","2885","311","64","70",0,""
"401581200","311","399","81","73",0,""
"401581211","2349","311","76","62",0,""
"401581221","160","311","60","57",0,""
"401581231","311","261","57","68",0,""
"401581234","311","2378","62","56",0,""
"401581238","311","2885","68","58",0,""
"401581244","399","311","71","74",0,"OT"
"401581250","311","2349","71","65",0,""
"401598976","2885","2612","48","75",0,""
"401597382","44","2885","87","73",0,""
"401603544","2885","2169","81","72",0,""
"401589464","2681","2885","64","51",0,""
"401589059","2244","2885","86","68",0,""
"401587229","2885","161","68","71",0,""
"401586894","2230","2885","77","80",0,""
"401594363","315","2885","89","81",0,""
"401603546","2885","2415","69","53",0,""
"401581180","2885","399","73","79",0,""
"401581187","2349","2885","70","62",0,""
"401581191","261","2885","76","55",0,""
"401581195","2885","160","62","70",0,""
"401581207","2378","2885","74","75",0,""
"401581219","2885","261","63","61",0,""
"401581223","2885","2349","71","64",0,""
"401581224","399","2885","83","58",0,""
"401581235","160","2885","83","78",0,""
"401581243","2885","2378","60","79",0,""
"401574605","160","225","82","64",0,""
"401574606","45","160","79","67",0,""
"401574607","160","2368","74","71",0,""
"401574608","2217","160","80","83",0,""
"401591371","41","160","84","64",0,""
"401574609","2529","160","84","90",0,""
"401574610","160","171","80","71",0,""
"401574611","159","160","76","64",0,""
"401574613","160","284","75","62",0,""
"401574614","227","160","71","81",0,""
"401574615","66","160","85","70",0,""
"401581183","160","2349","75","82",0,""
"401581199","2378","160","58","64",0,""
"401581204","160","399","79","86",0,""
"401581215","2349","160","73","89",0,""
"401581227","261","160","70","54",0,""
"401581239","160","2378","68","86",0,""
"401581240","399","160","91","67",0,""
"401581251","160","261","64","68",0,""
"401625606","261","160","66","59",0,""
"401581082","113","399","92","71",0,""
"401582139","171","399","75","78",0,""
"401582140","2550","399","96","71",0,""
"401577685","2514","399","85","82",0,""
"401584401","349","399","59","62",1,""
"401582142","2561","399","51","86",0,""
"401582143","399","104","86","72",0,""
"401582144","399","159","73","68",0,""
"401582145","218","399","78","73",1,""
"401582146","2182","399","71","52",0,""
"401577723","399","2529","93","79",0,""
"401577580","58","399","89","73",0,""
"401576642","112358","399","69","86",1,""
"401581746","108","399","76","71",0,""
"401581192","399","2349","76","97",0,""
"401581208","261","399","81","59",0,""
"401581212","399","2378","102","114",0,""
"401581228","2378","399","80","75",0,""
"401581232","399","261","80","94",0,""
"401581236","2349","399","104","95",0,""
"401625605","261","399","75","72",0,""
"401582027","2378","2368","59","65",0,""
"401577718","2378","2529","85","80",0,""
"401582129","2378","2352","94","79",0,""
"401577621","120","2378","92","68",0,""
"401582130","2729","2378","96","81",0,""
"401582131","2261","2378","76","80",0,""
"401582132","2154","2378","89","70",0,""
"401582133","2378","2329","92","87",0,""
"401582134","2415","2378","92","80",0,""
"401582135","2378","119","73","89",0,""
"401582136","2612","2378","66","60",0,""
"401582137","2294","2378","103","81",0,""
"401582138","2378","44","85","87",0,""
"401581186","261","2378","77","72",0,""
"401581190","2349","2378","86","82",0,""
"401581218","2378","2349","80","93",0,""
"401581222","2378","261","70","72",0,""
"401625602","2349","2378","94","89",0,"OT"
"401582017","159","2349","48","81",0,""
"401582019","9","2349","71","69",0,""
"401582020","2612","2349","61","69",0,""
"401582021","284","2349","74","80",0,""
"401582022","2771","2349","74","68",0,""
"401581086","113","2349","91","77",0,""
"401576640","2349","112358","78","65",0,""
"401582024","2349","2115","54","57",0,""
"401582025","104","2349","63","71",0,""
"401581203","2349","261","65","72",0,"OT"
"401581247","261","2349","74","62",0,""
"401625608","261","2349","66","61",0,""
"401583784","261","2771","67","55",0,""
"401581142","232","261","64","73",1,""
"401582110","139","261","68","78",1,""
"401582114","2335","261","71","61",1,""
"401587207","71","261","79","70",0,""
"401597848","261","159","64","53",0,""
"401587188","261","43","66","65",0,""
"401594131","111","261","71","73",0,""
"401597869","261","2142","71","77",0,""
"401577697","2649","261","60","86",0,""
"401588611","193","261","70","69",0,""
"401577666","225","261","70","71",0,""
"401581589","2335","2429","71","59",1,""
"401584451","2429","3084","62","45",0,""
"401601479","2244","2429","49","54",1,""
"401614679","2116","2429","74","71",1,"OT"
"401601460","2429","2247","65","57",0,""
"401597834","2429","2166","81","85",0,""
"401593794","257","2429","64","56",0,""
"401602057","2567","2429","66","54",0,""
"401602062","2429","2226","70","68",0,""
"401602069","2429","202","84","76",0,""
"401602076","2636","2429","58","66",0,""
"401602080","242","2429","79","81",0,"OT"
"401602087","2429","249","56","44",0,""
"401602094","2429","5","76","70",0,""
"401602102","2655","2429","71","75",0,""
"401602112","2429","151","67","52",0,""
"401602119","58","2429","72","69",0,""
"401602129","218","2429","70","73",0,""
"401602133","2429","2636","79","70",0,""
"401602139","2429","2724","72","61",0,""
"401602145","235","2429","76","52",0,""
