"game.id","home.id","away.id","home.score","away.score","neutral","ot"
"401577708","2350","82","67","72",0,""
"401579032","2350","2443","73","70",0,""
"401577594","156","2350","88","65",1,""
"401597841","2350","2130","62","53",0,""
"401581742","2350","108","75","53",0,""
"401597844","2350","2127","72","59",0,""
"401597845","2350","2117","73","35",0,""
"401596816","139","2350","73","80",0,""
"401596829","2350","257","56","58",0,""
"401596836","2603","2350","75","78",0,""
"401596845","2350","113","79","78",0,""
"401596854","2670","2350","74","67",0,""
"401596869","2350","139","77","62",0,""
"401596898","2350","2603","64","59",0,""
"401596907","227","2350","67","77",0,""
"401596922","179","2350","79","64",0,""
"401625551","179","2350","75","74",1,"2OT"
"401577683","113","2514","102","81",0,""
"401581083","113","108","75","78",0,"OT"
"401581084","113","2115","89","60",0,""
"401581085","119","113","81","71",0,""
"401575475","113","277","87","79",1,""
"401581556","113","2501","100","78",1,""
"401581558","113","295","87","65",1,""
"401581087","113","2561","79","66",0,""
"401596838","227","113","89","77",0,""
"401596855","113","2603","77","78",0,""
"401596864","139","113","73","84",0,""
"401596885","179","113","79","73",0,""
"401596894","113","227","81","79",0,""
"401596900","257","113","59","69",0,""
"401596908","113","2670","74","52",0,""
"401596917","113","179","67","75",0,""
"401625550","113","2670","59","73",1,""
"401586898","227","2115","81","70",0,""
"401576157","227","2217","93","80",0,""
"401586899","227","2681","69","53",0,""
"401581591","227","77","61","72",1,""
"401581592","227","265","57","78",1,""
"401586901","227","43","76","72",0,""
"401581161","2507","227","84","69",0,""
"401577662","227","225","64","67",0,""
"401577652","232","227","85","70",0,""
"401586902","227","48","56","67",1,""
"401586903","227","111","82","71",0,""
"401596817","227","2603","78","74",0,""
"401596844","179","227","99","64",0,""
"401596913","227","257","77","85",0,""
"401596926","2670","227","88","67",0,""
"401596934","227","139","91","94",0,""
"401625544","139","227","74","71",1,""
"401575389","257","2678","93","75",0,""
"401593789","257","2561","90","48",0,""
"401593791","257","38","59","64",1,""
"401603139","2439","257","65","82",1,""
"401593792","257","2729","88","69",0,""
"401593793","2460","257","78","73",0,""
"401575753","257","57","76","87",1,""
"401593795","257","2084","72","66",0,""
"401593796","257","322","59","38",0,""
"401596825","257","179","65","54",0,""
"401596877","2670","257","63","52",0,""
"401596927","139","257","64","80",0,""
"401596933","257","2670","79","76",0,""
"401596938","257","2603","73","66",0,""
"401625549","257","2603","61","66",1,""
"401577540","2603","322","81","60",0,""
"401577541","2603","219","69","61",0,""
"401577542","2603","284","100","56",0,""
"401577543","2603","2837","54","57",0,""
"401577544","96","2603","96","88",0,"OT"
"401577545","2603","2529","64","55",0,""
"401577546","222","2603","65","78",0,""
"401577547","2603","44","69","53",0,""
"401577548","2603","163","74","70",0,""
"401577549","2603","314","83","58",1,""
"401577550","232","2603","89","82",0,""
"401577551","2603","2352","97","56",0,""
"401596831","139","2603","88","85",0,""
"401596861","179","2603","91","72",0,""
"401596889","2603","139","87","86",0,""
"401596921","2670","2603","73","69",0,""
"401625553","2603","2670","60","66",1,""
"401598584","139","88","75","63",0,""
"401580105","139","2287","80","71",0,""
"401581143","139","2751","79","69",1,""
"401600269","139","159","66","65",0,""
"401597412","139","328","76","81",0,""
"401597406","79","139","101","62",0,""
"401594419","2181","139","75","69",0,""
"401600251","139","2275","71","68",0,""
"401600077","139","2348","75","74",0,""
"401596847","2670","139","85","61",0,""
"401596901","139","2670","85","95",0,""
"401596944","179","139","65","73",0,""
"401575416","179","2344","73","69",0,""
"401575417","179","2099","67","70",0,""
"401582156","179","197","66","64",1,""
"401582158","179","2","60","77",1,""
"401575418","179","2083","67","61",0,""
"401575419","179","193","90","60",0,""
"401575420","2084","179","65","80",0,""
"401575421","315","179","60","94",0,""
"401575422","179","2561","89","56",0,""
"401575424","179","2006","62","61",1,""
"401596815","2670","179","78","89",0,""
"401596868","179","2670","67","62",0,""
"401576137","2670","2377","65","76",0,""
"401576138","2670","2535","75","65",0,""
"401576139","2670","2515","73","50",0,""
"401576140","2670","2547","60","56",0,""
"401581335","2670","66","64","68",1,""
"401581568","2670","68","61","65",1,""
"401581572","213","2670","74","86",1,""
"401576141","2670","2450","60","63",0,""
"401576143","2670","2016","86","58",0,""
"401576145","2670","2379","75","51",0,""
"401576146","2670","2241","87","73",0,""
"401593949","252","2277","110","63",0,""
"401593950","252","21","74","65",0,""
"401593951","252","2545","105","48",0,""
"401593952","252","2415","93","50",0,""
"401582152","252","9","77","49",1,""
"401593953","252","278","85","56",1,""
"401587218","252","339","96","55",0,""
"401593954","254","252","73","69",0,""
"401593955","252","2172","90","74",0,""
"401593956","252","2247","86","54",0,""
"401593958","252","2751","94","68",0,""
"401603398","252","2132","60","71",0,""
"401603405","239","252","81","72",0,""
"401603417","2116","252","58","63",0,""
"401603419","252","66","87","72",0,""
"401603431","2641","252","85","78",0,""
"401603434","252","248","68","75",0,""
"401603440","252","251","84","72",0,""
"401603458","277","252","73","86",0,""
"401603463","201","252","82","66",0,""
"401603464","252","2306","72","66",0,""
"401603473","252","2116","90","88",0,""
"401603480","197","252","93","83",0,""
"401603487","252","239","78","71",0,""
"401603492","2306","252","84","74",0,""
"401603499","2305","252","68","76",0,""
"401603504","252","2628","87","75",0,""
"401603514","66","252","68","63",0,""
"401603517","252","197","85","71",0,""
"401625416","2116","252","73","87",1,""
"401625440","252","2641","67","81",1,""
"401583794","2","239","82","88",1,""
"401602630","239","2241","77","62",0,""
"401581803","239","140","99","61",0,""
"401581799","204","239","72","88",1,""
"401582118","239","57","95","91",1,""
"401584438","239","2447","108","70",0,""
"401602358","239","2466","91","40",0,""
"401574569","239","2550","78","60",0,""
"401592434","127","239","88","64",1,""
"401604912","239","2400","107","48",0,""
"401598580","239","172","98","79",0,""
"401603403","197","239","70","75",0,"OT"
"401603412","239","2132","62","59",0,""
"401603421","2306","239","68","64",0,"OT"
"401603430","251","239","75","73",0,""
"401603439","239","2628","102","105",0,"3OT"
"401603450","2116","239","69","77",0,""
"401603452","239","66","70","68",0,""
"401603460","239","2641","79","73",0,""
"401603467","2305","239","64","61",0,""
"401603475","239","201","79","62",0,""
"401603482","277","239","81","94",0,""
"401603489","239","248","76","82",0,"OT"
"401603497","2628","239","54","62",0,""
"401603503","239","2305","82","74",0,""
"401603510","239","251","93","85",0,""
"401603523","2641","239","78","68",0,""
"401625443","2132","239","56","68",1,""
"401625445","239","66","62","76",1,""
"401577706","2132","82","69","58",0,""
"401583753","2132","2174","93","61",0,""
"401593971","2132","331","85","73",0,""
"401594230","2132","94","90","66",0,""
"401603538","47","2132","81","86",0,"OT"
"401577610","2752","2132","84","79",0,""
"401583788","2132","2771","65","49",0,""
"401587222","2132","339","76","58",0,""
"401603406","2132","251","73","74",0,""
"401603420","2132","2628","81","77",0,"OT"
"401603426","2132","201","65","69",0,""
"401603433","2305","2132","74","69",0,""
"401603441","2132","2116","68","57",0,""
"401603451","277","2132","69","65",0,""
"401603456","2641","2132","72","75",0,""
"401603465","2132","248","62","67",0,""
"401603474","2132","66","59","68",0,""
"401603481","2116","2132","74","76",0,""
"401603488","2132","197","76","80",0,""
"401603494","2628","2132","75","57",0,""
"401603498","248","2132","67","59",0,""
"401603505","2132","2306","74","72",0,""
"401603511","201","2132","74","71",0,"OT"
"401603518","2132","277","92","56",0,""
"401625415","2132","277","90","85",1,""
"401625439","2132","2305","72","52",1,""
"401575434","248","2433","84","31",0,""
"401575435","248","357","82","50",0,""
"401581343","119","248","49","65",1,""
"401581548","248","254","76","66",1,""
"401575437","248","149","79","44",0,""
"401574562","2752","248","60","66",0,""
"401575439","248","2296","89","55",0,""
"401575440","245","248","66","70",1,""
"401575441","248","326","72","37",0,""
"401575442","248","219","81","42",0,""
"401603399","248","277","89","55",0,""
"401603407","66","248","57","53",0,""
"401603415","2628","248","68","67",0,""
"401603423","248","2641","77","54",0,""
"401603427","248","2116","57","42",0,""
"401603442","248","2306","74","52",0,""
"401603446","251","248","72","76",0,"OT"
"401603453","2305","248","78","65",0,""
"401603461","248","197","79","63",0,""
"401603476","248","251","82","61",0,""
"401603483","248","66","73","65",0,""
"401603506","201","248","85","87",0,""
"401603515","2116","248","59","67",0,""
"401603519","248","2305","76","46",0,""
"401625441","248","2628","60","45",1,""
"401625444","248","2641","82","59",1,""
"401625446","248","66","41","69",1,""
"401575443","66","2739","85","44",0,""
"401575444","66","2815","102","47",0,""
"401575445","66","304","86","55",0,""
"401575446","66","2755","92","37",0,""
"401581570","245","66","73","69",1,""
"401574561","305","66","80","99",0,""
"401575447","66","2294","90","65",0,""
"401575448","66","2504","107","56",0,""
"401575449","66","50","96","58",0,""
"401575450","66","2197","80","48",0,""
"401603402","201","66","71","63",0,""
"401603413","66","197","66","42",0,""
"401603429","2628","66","72","73",0,""
"401603438","66","2306","78","67",0,""
"401603443","66","2305","79","75",0,""
"401603462","251","66","65","70",0,""
"401603466","66","2628","71","59",0,""
"401603477","66","2641","82","74",0,""
"401603490","66","277","71","64",0,""
"401603501","66","201","58","45",0,""
"401603508","2116","66","52","60",0,""
"401603520","2306","66","65","58",0,""
"401625442","2306","66","57","76",1,""
"401575451","2305","2428","99","56",0,""
"401575452","2305","2363","99","61",0,""
"401575453","2305","96","89","84",1,""
"401581595","2305","269","59","73",1,""
"401581599","2305","2633","69","60",1,""
"401575454","2305","2197","71","63",0,""
"401574563","2305","41","69","65",0,""
"401575455","2305","140","88","69",0,""
"401575456","2305","142","73","64",0,""
"401575457","84","2305","71","75",0,""
"401575458","2305","43","75","60",0,""
"401603400","2305","2628","83","81",0,""
"401603411","2116","2305","65","60",0,""
"401603414","2305","201","78","66",0,""
"401603422","197","2305","66","90",0,""
"401603432","277","2305","91","85",0,""
"401603447","2305","197","83","54",0,""
"401603459","2306","2305","75","70",0,"OT"
"401603472","2641","2305","79","50",0,""
"401603479","201","2305","57","67",0,""
"401603491","2305","251","86","67",0,""
"401603512","2305","2306","90","68",0,""
"401641095","2294","2306","91","82",0,""
"401581588","2306","30","69","82",1,""
"401590207","2306","2571","91","68",0,""
"401581158","2306","2507","73","70",1,"OT"
"401594603","2306","198","88","78",0,"OT"
"401574568","2306","222","72","71",0,"OT"
"401584431","99","2306","60","75",0,""
"401574838","2306","158","46","62",0,""
"401598975","2306","2130","62","55",0,""
"401603401","2306","2116","77","52",0,""
"401603409","277","2306","67","81",0,""
"401603416","2641","2306","60","59",0,""
"401603428","2306","197","70","66",0,""
"401603448","2306","201","53","73",0,""
"401603454","197","2306","75","72",0,""
"401603478","2306","2628","72","75",0,""
"401603484","251","2306","62","56",0,""
"401603496","2306","277","94","90",0,"OT"
"401625418","2306","251","78","74",1,""
"401584349","201","2117","89","59",0,""
"401584350","201","2400","82","43",0,""
"401584351","201","326","93","54",0,""
"401584352","201","292","90","66",0,""
"401586849","201","2294","79","67",1,""
"401586851","201","30","72","70",1,""
"401584353","201","2029","107","86",0,""
"401574567","201","2507","72","51",0,""
"401584354","201","8","79","70",1,""
"401584355","201","2739","81","47",0,""
"401583752","201","2405","72","56",0,""
"401603410","2628","201","80","71",0,""
"401603424","201","277","77","63",0,""
"401603435","201","251","60","75",0,""
"401603444","201","2641","84","85",0,""
"401603457","2116","201","74","63",0,""
"401603468","201","197","66","62",0,""
"401603493","197","201","82","84",0,"OT"
"401603522","251","201","94","80",0,""
"401625417","201","2628","70","77",1,""
"401600131","197","2000","59","64",0,""
"401603540","197","2534","85","70",0,""
"401579033","197","2443","96","68",0,""
"401603541","197","2277","92","65",0,""
"401574560","197","156","65","79",0,""
"401597407","79","197","70","68",0,""
"401594607","197","198","81","60",0,""
"401594585","197","2747","76","70",0,""
"401603543","197","2569","86","70",0,""
"401600246","197","2130","72","53",0,""
"401603408","2641","197","90","73",0,""
"401603436","197","2628","69","74",0,""
"401603445","197","277","70","66",0,""
"401603502","197","2116","71","77",0,""
"401603507","251","197","81","65",0,""
"401603513","197","2641","58","75",0,""
"401625414","197","2116","62","77",1,""
"401578009","2628","2582","108","75",0,""
"401578010","2628","2437","82","60",0,""
"401578011","2628","292","88","55",0,""
"401578012","2628","2400","86","52",0,""
"401578013","2628","2016","93","74",0,""
"401578014","2628","2277","101","64",0,""
"401574565","46","2628","83","84",0,""
"401607342","2628","9","79","59",1,""
"401581338","2628","295","111","87",1,""
"401581553","2440","2628","88","75",1,""
"401581560","62","2628","51","65",0,""
"401578016","2628","2837","77","42",0,""
"401603449","2628","2641","85","78",0,""
"401603455","2628","251","66","77",0,""
"401603471","2628","277","81","65",0,""
"401603485","2641","2628","82","81",0,""
"401603516","277","2628","81","93",0,""
"401603521","2628","2116","77","79",0,""
"401583724","251","2916","88","56",0,""
"401583725","251","2169","86","59",0,""
"401601491","251","41","71","81",1,""
"401583727","251","2751","86","63",0,""
"401583728","251","326","77","58",0,""
"401574566","269","251","86","65",0,""
"401583729","251","2277","77","50",0,""
"401583730","251","99","96","85",1,""
"401583731","251","357","71","55",0,""
"401583732","251","2430","72","37",0,""
"401583733","251","250","79","62",0,""
"401603404","251","2641","67","78",0,""
"401603418","277","251","76","73",0,""
"401603425","251","2116","71","77",0,""
"401603469","251","277","94","58",0,""
"401603500","2641","251","69","81",0,""
"401597885","2641","2837","73","46",0,""
"401597886","2641","23","56","42",0,""
"401597887","2641","357","73","64",0,""
"401580923","222","2641","85","69",1,""
"401581519","2460","2641","70","72",1,""
"401581525","130","2641","57","73",1,""
"401574559","2086","2641","103","95",0,"OT"
"401581818","2641","2437","87","58",0,""
"401594606","2641","198","82","76",0,""
"401577968","238","2641","54","76",1,""
"401597888","2641","250","77","66",0,""
"401597889","2641","2534","96","60",0,""
"401603470","2641","2116","66","59",0,""
"401603495","2116","2641","75","61",0,""
"401603509","277","2641","70","81",0,""
"401575460","2116","2229","85","62",0,""
"401575462","2116","2239","72","44",0,""
"401590208","2116","2571","83","80",1,""
"401594545","2116","145","68","70",0,""
"401575468","2116","50","69","56",0,""
"401574626","2116","2065","98","54",0,""
"401603437","2116","277","72","59",0,""
"401603486","277","2116","77","67",0,""
"401575469","277","2623","67","59",0,""
"401575470","277","2405","65","73",0,""
"401575471","277","55","70","57",0,""
"401574564","277","2599","73","79",0,""
"401575474","277","2182","66","60",0,""
"401575476","277","2515","65","66",0,""
"401575477","277","2649","91","81",0,""
"401575478","194","277","78","75",1,"OT"
"401641096","2086","135","72","73",0,""
"401581162","2086","2199","94","55",0,""
"401581163","2086","2546","91","56",0,""
"401581164","2086","2193","81","47",0,""
"401574577","127","2086","74","54",0,""
"401581567","2086","213","88","78",1,""
"401581571","2086","68","70","56",1,""
"401581166","2086","2084","72","59",0,""
"401581167","2086","25","97","90",0,"2OT"
"401599438","2086","46","74","64",0,""
"401599445","2507","2086","85","75",0,"OT"
"401599470","2599","2086","86","70",0,""
"401599474","2086","41","81","88",0,""
"401599481","269","2086","62","69",0,""
"401599485","2086","2550","72","78",0,""
"401599491","2752","2086","85","71",0,""
"401599495","2086","305","74","60",0,""
"401599500","46","2086","66","90",0,""
"401599504","2086","222","88","81",0,"2OT"
"401599513","156","2086","98","99",0,""
"401599519","41","2086","71","62",0,""
"401599523","2086","2507","75","72",0,""
"401599528","2086","269","72","78",0,""
"401599534","2086","156","57","79",0,""
"401599539","222","2086","72","62",0,""
"401599544","2550","2086","76","64",0,""
"401599549","2086","2599","59","82",0,""
"401599554","305","2086","63","82",0,""
"401599560","2086","2752","72","66",0,""
"401625556","2086","2752","72","76",1,""
"401577591","156","50","105","54",0,""
"401577592","156","2449","89","60",0,""
"401574574","156","2294","92","84",0,""
"401577593","156","2640","82","50",0,""
"401581586","156","36","48","69",1,""
"401574837","158","156","60","89",0,""
"401577595","156","2117","109","64",0,""
"401577596","156","2439","64","79",1,""
"401577597","156","333","85","82",0,""
"401599440","156","222","66","68",0,"OT"
"401599448","269","156","72","67",0,""
"401599469","46","156","60","77",0,""
"401599475","156","2507","69","60",0,""
"401599479","305","156","58","84",0,""
"401599486","156","2599","66","65",0,""
"401599493","41","156","62","48",0,""
"401599496","2550","156","94","97",0,"3OT"
"401599499","156","2752","85","78",0,""
"401599505","156","305","85","62",0,""
"401599520","2507","156","91","87",0,"OT"
"401599526","2752","156","71","78",0,""
"401599529","156","46","94","72",0,""
"401599538","156","41","85","66",0,""
"401599547","2599","156","80","66",0,""
"401599550","156","2550","85","64",0,""
"401599553","156","269","89","75",0,""
"401599565","222","156","67","69",0,""
"401625561","156","2507","73","78",1,""
"401587157","305","2870","74","82",0,""
"401597890","305","299","73","77",0,""
"401597891","305","233","72","60",0,""
"401592850","2579","305","73","68",1,""
"401601488","2539","305","70","54",1,""
"401588596","305","2459","79","89",0,""
"401575513","245","305","89","64",0,""
"401581723","305","77","46","56",0,""
"401599444","305","222","48","84",0,""
"401597893","305","2130","70","58",0,""
"401599471","41","305","85","56",0,""
"401599476","46","305","68","65",0,""
"401599484","222","305","94","69",0,""
"401599492","305","2507","62","100",0,""
"401599501","305","269","73","86",0,""
"401599509","305","2550","39","72",0,""
"401599514","305","2752","68","93",0,""
"401599518","2599","305","85","57",0,""
"401599531","305","41","65","101",0,""
"401599535","2507","305","81","70",0,""
"401599541","269","305","105","71",0,""
"401599543","305","46","76","77",0,""
"401599552","2752","305","91","58",0,""
"401599558","305","2599","77","104",0,""
"401599567","2550","305","86","62",0,""
"401625558","222","305","58","57",1,""
"401575479","46","2330","94","57",0,""
"401575480","46","107","67","68",0,""
"401574575","164","46","71","60",0,""
"401575482","46","116","83","72",0,""
"401575483","46","44","88","83",0,"OT"
"401575484","46","2296","88","81",0,""
"401575485","46","2771","69","67",0,""
"401575487","46","2154","71","54",0,""
"401599443","269","46","81","51",0,""
"401599480","46","2550","70","74",0,""
"401599488","41","46","80","67",0,""
"401599494","2752","46","92","91",0,""
"401599507","2507","46","84","76",0,""
"401599515","46","269","57","91",0,""
"401599521","2550","46","76","70",0,""
"401599524","46","41","64","89",0,""
"401599533","46","222","54","70",0,""
"401599540","46","2599","85","90",0,""
"401599548","222","46","75","47",0,""
"401599555","46","2752","93","98",0,""
"401599559","46","2507","58","71",0,""
"401599563","2599","46","86","78",0,""
"401625557","2507","46","74","56",1,""
"401577598","269","2459","92","70",0,""
"401577599","269","2520","95","65",0,""
"401574573","356","269","64","71",0,""
"401575876","26","269","69","71",1,""
"401581598","2509","269","78","75",1,""
"401577600","269","2582","93","56",0,""
"401577601","275","269","75","64",0,""
"401577604","269","2900","84","79",0,""
"401599439","2507","269","72","57",0,""
"401599477","2550","269","78","75",0,""
"401599489","269","222","87","74",0,""
"401599497","2599","269","72","73",0,""
"401599506","269","2550","75","57",0,""
"401599510","222","269","80","85",0,""
"401599525","269","2599","86","75",0,""
"401599536","41","269","81","53",0,""
"401599546","269","2752","88","64",0,""
"401599551","269","2507","91","69",0,""
"401599561","269","41","67","74",0,""
"401599566","2752","269","80","86",0,""
"401625562","222","269","65","71",1,"OT"
"401625564","2507","269","68","79",1,""
"401625565","269","41","57","73",1,""
"401581156","2507","171","78","59",0,""
"401581157","2507","270","79","69",0,""
"401574572","2507","275","72","59",0,""
"401581516","2507","61","71","64",1,""
"401581159","2507","2329","78","64",0,""
"401581160","2507","2681","86","52",0,""
"401577663","2507","225","74","54",0,""
"401577722","2507","2529","78","64",0,""
"401599472","2507","2550","57","61",0,""
"401599482","2599","2507","75","73",0,""
"401599487","2507","2752","65","85",0,""
"401599502","2550","2507","63","67",0,""
"401599512","41","2507","74","65",0,""
"401599517","222","2507","68","50",0,""
"401599530","2507","2599","75","72",0,""
"401599542","2752","2507","75","79",0,""
"401599556","2507","222","60","71",0,""
"401599564","2507","41","60","74",0,""
"401587126","2550","2612","70","59",0,""
"401587127","2550","161","85","55",0,""
"401587128","2550","2681","72","51",0,""
"401586850","2550","30","63","71",1,""
"401586852","2294","2550","85","72",1,""
"401587129","2550","111","88","75",0,""
"401587130","2550","164","63","70",0,""
"401583749","2550","2405","70","61",0,""
"401587131","142","2550","87","93",1,""
"401599441","2550","41","75","60",0,""
"401599447","2752","2550","74","54",0,""
"401599490","2550","2599","80","65",0,""
"401599527","222","2550","80","54",0,""
"401599532","2550","2752","88","70",0,""
"401599537","2599","2550","62","68",0,""
"401599557","41","2550","91","61",0,""
"401599562","2550","222","66","56",0,""
"401625560","2550","2599","72","91",0,""
"401587132","2599","2619","90","74",0,""
"401574571","2599","130","73","89",0,""
"401581551","254","2599","82","91",1,""
"401587133","2599","107","91","45",0,""
"401577721","2599","2529","85","50",0,""
"401599442","2599","2752","81","66",0,""
"401599446","41","2599","69","65",0,""
"401587134","2275","2599","79","84",1,""
"401599478","222","2599","71","81",0,""
"401599503","2599","222","70","50",0,""
"401599511","2752","2599","88","77",0,""
"401599516","2599","41","64","77",0,""
"401625563","41","2599","95","90",0,""
"401584359","41","2464","95","52",0,""
"401589296","41","284","107","67",0,""
"401591369","41","2400","87","53",0,""
"401591374","41","84","77","57",1,""
"401591370","41","2363","90","60",0,""
"401591372","41","2029","101","63",0,""
"401591373","2250","41","63","76",1,""
"401599483","2752","41","75","80",0,""
"401599498","222","41","65","66",0,""
"401599508","41","2752","99","56",0,""
"401599545","41","222","78","54",0,""
"401625559","2752","41","60","87",1,""
"401584356","222","44","90","63",0,""
"401584357","222","2330","83","57",0,""
"401584358","219","222","76","72",0,""
"401574576","222","120","57","40",0,""
"401604303","2182","222","57","55",1,""
"401575804","222","26","65","56",0,""
"401599473","222","2752","66","65",0,""
"401599522","2752","222","56","53",0,""
"401641099","61","2752","78","76",0,""
"401577605","2752","2523","77","63",0,""
"401574570","2509","2752","83","71",0,""
"401588732","264","2752","74","71",1,""
"401601493","2608","2752","49","66",1,""
"401577608","2752","2473","76","78",0,""
"401577609","2752","48","80","87",0,""
"401577611","2752","2737","75","59",0,""
"401593969","254","331","101","66",0,""
"401593970","145","331","75","64",0,""
"401593972","24","331","95","70",0,""
"401580930","265","331","82","72",0,""
"401593974","30","331","106","78",0,""
"401593975","2005","331","68","73",0,""
"401593977","13","331","53","62",0,""
"401581781","264","331","73","66",0,""
"401573385","331","2502","91","57",0,""
"401573389","331","16","87","61",0,""
"401580031","233","331","79","93",0,""
"401593978","331","2449","91","83",0,""
"401573398","70","331","58","79",0,""
"401573403","2692","331","78","80",0,""
"401573407","304","331","67","79",0,""
"401573414","331","2458","77","74",0,""
"401573418","331","2464","85","70",0,""
"401573423","147","331","70","60",0,""
"401573427","149","331","65","78",0,""
"401573432","2502","331","77","90",0,""
"401573438","331","70","87","79",0,""
"401573443","331","304","88","82",0,""
"401573447","331","2692","84","90",0,""
"401573452","2464","331","78","71",0,""
"401573456","2458","331","76","85",0,""
"401573353","331","149","89","79",0,""
"401573461","331","147","108","104",0,"OT"
"401573466","16","331","88","91",0,""
"401625611","16","331","74","69",1,""
"401593990","2900","304","54","53",0,""
"401593992","2643","304","62","61",1,""
"401593993","2097","304","55","69",0,""
"401576683","2492","304","77","62",0,""
"401587245","304","2815","76","70",0,""
"401593994","278","304","79","67",0,""
"401593995","253","304","82","74",0,""
"401593996","204","304","76","57",0,""
"401573387","304","147","66","74",0,""
"401573391","304","149","68","76",0,""
"401594599","2172","304","95","82",0,"OT"
"401581823","304","2437","63","62",0,""
"401573394","2502","304","63","69",0,""
"401573399","16","304","66","64",0,""
"401573404","304","70","64","59",0,""
"401573412","147","304","77","70",0,""
"401573420","2692","304","64","74",0,""
"401573425","2458","304","91","86",0,"2OT"
"401573429","2464","304","79","81",0,""
"401573434","304","16","68","40",0,""
"401573439","304","2502","68","65",0,""
"401573448","70","304","55","53",0,""
"401573458","304","2692","80","62",0,""
"401573355","304","2464","88","92",0,"2OT"
"401573463","304","2458","79","81",0,""
"401573468","149","304","79","65",0,""
"401625610","2464","304","60","68",1,""
"401625612","2458","304","76","83",1,""
"401625616","149","304","72","58",1,""
"401580926","265","70","84","59",0,""
"401583734","70","2463","73","76",0,""
"401583737","2547","70","92","55",0,""
"401583738","28","70","70","73",1,"OT"
"401583739","70","2172","65","67",0,""
"401583740","70","13","85","70",0,""
"401575410","70","279","83","53",0,""
"401583741","3101","70","62","63",0,""
"401583742","24","70","82","64",0,""
"401583743","27","70","82","67",0,""
"401573386","70","16","61","58",0,""
"401573390","70","2502","72","77",0,""
"401580030","70","2900","67","75",0,""
"401573408","2692","70","88","65",0,""
"401573415","70","2464","60","75",0,""
"401573419","70","2458","68","89",0,""
"401573424","149","70","73","70",0,""
"401573428","147","70","75","81",0,""
"401573433","16","70","45","61",0,""
"401573444","70","2692","69","70",0,""
"401573453","2458","70","76","62",0,""
"401573457","2464","70","76","86",0,""
"401573354","70","147","48","62",0,""
"401573462","70","149","57","80",0,""
"401573467","2502","70","72","57",0,""
"401625609","16","70","72","64",1,""
"401600291","2483","149","75","61",0,""
"401597912","149","302","78","65",0,""
"401597996","149","2449","69","78",0,""
"401590816","2440","149","77","66",0,""
"401602185","149","23","75","58",0,""
"401602186","23","149","75","86",0,""
"401597916","302","149","61","73",0,""
"401573388","2692","149","93","63",0,""
"401598001","2449","149","86","96",0,""
"401580034","149","233","82","63",0,""
"401573395","149","2458","92","98",0,"OT"
"401573400","149","2464","90","47",0,""
"401573409","147","149","77","87",0,""
"401573413","149","2692","77","62",0,""
"401573416","2502","149","72","46",0,""
"401573421","16","149","67","70",0,""
"401573435","2464","149","66","94",0,""
"401573440","2458","149","87","71",0,""
"401573449","149","147","88","69",0,""
"401573454","149","16","68","61",0,""
"401573459","149","2502","82","73",0,""
"401625614","149","2502","87","81",1,""
"401625617","147","149","85","70",1,""
"401581170","2547","147","71","68",0,""
"401581171","25","147","60","63",0,""
"401581172","147","2739","53","54",0,"OT"
"401581173","147","27","69","68",0,""
"401581174","147","299","69","75",0,""
"401581176","264","147","85","61",0,""
"401581178","147","253","89","88",0,"OT"
"401581179","2463","147","82","70",0,""
"401573392","2692","147","86","64",0,""
"401580028","147","198","76","82",0,""
"401580035","2571","147","89","61",0,""
"401573396","147","2464","79","50",0,""
"401573401","147","2458","90","81",0,""
"401573417","16","147","62","70",0,""
"401573422","2502","147","94","91",0,""
"401573436","2458","147","73","70",0,""
"401573441","2464","147","76","71",0,""
"401573455","147","2502","72","67",0,""
"401573460","147","16","63","66",0,""
"401573469","147","2692","76","64",0,""
"401625613","147","2692","91","82",1,""
"401625615","147","16","74","71",1,""
"401584360","2253","2464","89","55",0,""
"401584361","2547","2464","60","62",0,""
"401584362","2464","2870","67","77",1,""
"401601486","2464","2678","78","69",1,""
"401584363","62","2464","70","61",0,""
"401584364","2540","2464","70","59",0,""
"401575409","2464","279","78","58",0,""
"401584365","2000","2464","76","78",0,""
"401584366","2916","2464","75","76",0,""
"401584367","2464","253","76","74",0,""
"401584368","2539","2464","91","51",0,""
"401573393","2458","2464","92","77",0,""
"401581822","2437","2464","81","55",0,""
"401584369","2464","155","74","73",0,""
"401573405","2464","2502","84","65",0,""
"401573410","2464","16","70","61",0,""
"401573426","2464","2692","70","72",0,""
"401573445","16","2464","58","73",0,""
"401573450","2502","2464","83","68",0,""
"401573464","2692","2464","85","58",0,""
"401573470","2464","2458","74","82",0,""
"401594011","2458","36","64","83",0,""
"401594012","166","2458","76","71",0,""
"401594013","2130","2458","77","78",1,"OT"
"401601495","2458","2515","68","79",1,""
"401594014","301","2458","74","72",0,""
"401594015","2458","2463","75","71",0,""
"401594016","2837","2458","101","99",0,"2OT"
"401607341","38","2458","90","68",0,""
"401594018","2005","2458","79","83",0,""
"401594019","155","2458","87","97",0,""
"401580038","2458","2172","86","82",0,""
"401573406","2458","16","77","75",0,""
"401573411","2458","2502","90","61",0,""
"401573430","2458","2692","63","82",0,""
"401573446","2502","2458","82","72",0,"OT"
"401573451","16","2458","75","80",0,""
"401573356","2692","2458","85","81",0,"OT"
"401594029","2005","2502","55","62",0,""
"401594030","2540","2502","76","82",0,""
"401594032","2856","2502","63","66",0,""
